stress_axis,stress_level,split,method,mask_f1,ci95_f1,target_success,ci95_success,passive_false_attribution,effect_error,unsafe_contact,risk_upper,causal_utility
passive_flow,0.75,combined_hard_shift,action_direction_projection,0.55039,0.01409,0.45625,0.05717,0.56561,0.46925,0.21563,0.29537,0.30797
passive_flow,0.75,combined_hard_shift,learned_correlation_classifier,0.73344,0.01049,0.60000,0.04814,0.34740,0.35520,0.15000,0.21750,0.50418
passive_flow,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0.76422,0.00988,0.60938,0.06537,0.29052,0.35703,0.14062,0.22663,0.52964
passive_flow,0.75,combined_hard_shift,contrastive_action_flow,0.73390,0.01222,0.65625,0.04283,0.26949,0.29520,0.13125,0.19055,0.56290
passive_flow,0.75,combined_hard_shift,world_model_flow_predictor,0.77151,0.00631,0.64687,0.04836,0.22688,0.52877,0.13125,0.19827,0.55955
passive_flow,0.75,combined_hard_shift,causal_scene_flow_model_v5,0.76416,0.00703,0.58437,0.05169,0.26906,0.56884,0.07500,0.21242,0.53221
passive_flow,0.75,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02123,0.95575
passive_flow,1.00,combined_hard_shift,action_direction_projection,0.56772,0.02237,0.45000,0.04934,0.53819,0.50699,0.20000,0.28921,0.31476
passive_flow,1.00,combined_hard_shift,learned_correlation_classifier,0.71883,0.01424,0.57500,0.03895,0.38433,0.39697,0.15937,0.22995,0.47291
passive_flow,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0.74573,0.01081,0.60313,0.04749,0.32949,0.38551,0.14062,0.23902,0.51467
passive_flow,1.00,combined_hard_shift,contrastive_action_flow,0.72130,0.01445,0.63438,0.04189,0.30487,0.34946,0.13750,0.20214,0.53488
passive_flow,1.00,combined_hard_shift,world_model_flow_predictor,0.75711,0.01039,0.64687,0.06395,0.23898,0.55485,0.14375,0.20474,0.54905
passive_flow,1.00,combined_hard_shift,causal_scene_flow_model_v5,0.74114,0.01072,0.56250,0.06193,0.28958,0.59095,0.07187,0.22104,0.50934
passive_flow,1.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02185,0.95575
passive_flow,1.25,combined_hard_shift,action_direction_projection,0.55537,0.01950,0.42500,0.04204,0.56151,0.56037,0.22187,0.29910,0.27988
passive_flow,1.25,combined_hard_shift,learned_correlation_classifier,0.70623,0.01709,0.53125,0.07960,0.41909,0.44906,0.16875,0.24216,0.42796
passive_flow,1.25,combined_hard_shift,calibrated_tree_flow_proxy,0.72919,0.01562,0.59062,0.05120,0.37057,0.42513,0.14688,0.25215,0.49188
passive_flow,1.25,combined_hard_shift,contrastive_action_flow,0.70196,0.01735,0.58437,0.04189,0.34396,0.41281,0.15625,0.21532,0.47943
passive_flow,1.25,combined_hard_shift,world_model_flow_predictor,0.73555,0.00727,0.59375,0.05165,0.25583,0.60193,0.13125,0.21194,0.50633
passive_flow,1.25,combined_hard_shift,causal_scene_flow_model_v5,0.72297,0.00947,0.55312,0.07477,0.30872,0.63304,0.07187,0.22861,0.49332
passive_flow,1.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02247,0.95575
passive_flow,1.50,combined_hard_shift,action_direction_projection,0.53823,0.01306,0.41250,0.06572,0.55692,0.62526,0.20938,0.30137,0.26904
passive_flow,1.50,combined_hard_shift,learned_correlation_classifier,0.70021,0.01162,0.53438,0.05436,0.42012,0.51229,0.20312,0.24592,0.41220
passive_flow,1.50,combined_hard_shift,calibrated_tree_flow_proxy,0.72093,0.01347,0.56250,0.06521,0.37798,0.47867,0.16250,0.25749,0.46014
passive_flow,1.50,combined_hard_shift,contrastive_action_flow,0.69739,0.01259,0.57812,0.03447,0.35067,0.47958,0.14688,0.22036,0.47216
passive_flow,1.50,combined_hard_shift,world_model_flow_predictor,0.71907,0.01274,0.58125,0.04492,0.26314,0.64654,0.13437,0.21754,0.48894
passive_flow,1.50,combined_hard_shift,causal_scene_flow_model_v5,0.70682,0.01375,0.50625,0.05229,0.31428,0.67490,0.07187,0.23400,0.45322
passive_flow,1.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02316,0.95575
occlusion,0.00,combined_hard_shift,action_direction_projection,0.62432,0.01203,0.52500,0.03742,0.51221,0.41321,0.17813,0.26834,0.40176
occlusion,0.00,combined_hard_shift,learned_correlation_classifier,0.75733,0.00915,0.62813,0.03222,0.33355,0.27631,0.14375,0.20475,0.54088
occlusion,0.00,combined_hard_shift,calibrated_tree_flow_proxy,0.77829,0.00794,0.66563,0.05632,0.28271,0.27196,0.14062,0.21595,0.58070
occlusion,0.00,combined_hard_shift,contrastive_action_flow,0.77837,0.01171,0.70312,0.03196,0.25823,0.23653,0.12187,0.17828,0.61706
occlusion,0.00,combined_hard_shift,world_model_flow_predictor,0.79798,0.00881,0.70625,0.05018,0.22319,0.41663,0.13437,0.18870,0.61543
occlusion,0.00,combined_hard_shift,causal_scene_flow_model_v5,0.77839,0.00914,0.65312,0.07273,0.26793,0.45569,0.06875,0.20421,0.59473
occlusion,0.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.01900,0.95575
occlusion,0.25,combined_hard_shift,action_direction_projection,0.61074,0.01245,0.52812,0.05201,0.48442,0.42561,0.19687,0.26531,0.39546
occlusion,0.25,combined_hard_shift,learned_correlation_classifier,0.75518,0.01395,0.64375,0.04674,0.31952,0.30514,0.14375,0.20530,0.55041
occlusion,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0.77301,0.01210,0.68437,0.05735,0.28113,0.30785,0.14062,0.21973,0.59017
occlusion,0.25,combined_hard_shift,contrastive_action_flow,0.76288,0.01196,0.68437,0.02952,0.25586,0.25913,0.11875,0.18189,0.59973
occlusion,0.25,combined_hard_shift,world_model_flow_predictor,0.78442,0.01092,0.68125,0.04638,0.23243,0.47129,0.11875,0.19555,0.59608
occlusion,0.25,combined_hard_shift,causal_scene_flow_model_v5,0.76616,0.01186,0.60938,0.07146,0.27560,0.51107,0.07187,0.21041,0.55624
occlusion,0.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02020,0.95575
occlusion,0.50,combined_hard_shift,action_direction_projection,0.56633,0.01314,0.47187,0.06675,0.53727,0.45529,0.19687,0.28769,0.33554
occlusion,0.50,combined_hard_shift,learned_correlation_classifier,0.73827,0.00893,0.60625,0.04674,0.34420,0.33394,0.16875,0.21745,0.50509
occlusion,0.50,combined_hard_shift,calibrated_tree_flow_proxy,0.76651,0.00987,0.65000,0.05973,0.28588,0.32884,0.13125,0.22642,0.56460
occlusion,0.50,combined_hard_shift,contrastive_action_flow,0.74215,0.01236,0.68125,0.01780,0.26519,0.28325,0.11563,0.19001,0.58967
occlusion,0.50,combined_hard_shift,world_model_flow_predictor,0.77771,0.01079,0.66563,0.04384,0.21424,0.49370,0.13125,0.19622,0.57788
occlusion,0.50,combined_hard_shift,causal_scene_flow_model_v5,0.76561,0.01096,0.60000,0.05614,0.25933,0.53638,0.07812,0.21128,0.54555
occlusion,0.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02142,0.95575
occlusion,0.75,combined_hard_shift,action_direction_projection,0.54362,0.01127,0.41875,0.06722,0.53936,0.46821,0.22187,0.29388,0.28128
occlusion,0.75,combined_hard_shift,learned_correlation_classifier,0.72915,0.01087,0.58125,0.03787,0.35121,0.36908,0.15313,0.22399,0.48701
occlusion,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0.75770,0.00914,0.61562,0.06957,0.29656,0.37596,0.13125,0.23369,0.53354
occlusion,0.75,combined_hard_shift,contrastive_action_flow,0.72793,0.01341,0.61875,0.03001,0.26535,0.31268,0.13750,0.19479,0.53178
occlusion,0.75,combined_hard_shift,world_model_flow_predictor,0.76174,0.00830,0.63125,0.05308,0.22383,0.53162,0.13437,0.20346,0.54517
occlusion,0.75,combined_hard_shift,causal_scene_flow_model_v5,0.75480,0.01020,0.60938,0.04678,0.26943,0.57022,0.06875,0.21835,0.54933
occlusion,0.75,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02258,0.95575
occlusion,1.00,combined_hard_shift,action_direction_projection,0.52931,0.01339,0.40000,0.03852,0.52574,0.50966,0.21563,0.29530,0.26429
occlusion,1.00,combined_hard_shift,learned_correlation_classifier,0.73571,0.01249,0.59688,0.04326,0.31521,0.41918,0.14375,0.21895,0.50317
occlusion,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0.76457,0.01100,0.63125,0.06759,0.27349,0.43353,0.12812,0.23224,0.54557
occlusion,1.00,combined_hard_shift,contrastive_action_flow,0.72378,0.01044,0.66250,0.04063,0.22983,0.34743,0.13125,0.19041,0.56491
occlusion,1.00,combined_hard_shift,world_model_flow_predictor,0.75487,0.00376,0.60938,0.05935,0.22224,0.60156,0.13437,0.20756,0.52375
occlusion,1.00,combined_hard_shift,causal_scene_flow_model_v5,0.74835,0.00563,0.58437,0.04384,0.26886,0.64429,0.08125,0.22248,0.52107
occlusion,1.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02388,0.95575
occlusion,1.25,combined_hard_shift,action_direction_projection,0.51132,0.01304,0.41250,0.03742,0.50991,0.52371,0.19687,0.29640,0.27517
occlusion,1.25,combined_hard_shift,learned_correlation_classifier,0.73656,0.01307,0.60625,0.05340,0.30225,0.45508,0.16562,0.22040,0.50004
occlusion,1.25,combined_hard_shift,calibrated_tree_flow_proxy,0.76411,0.01255,0.60625,0.05261,0.27274,0.48340,0.12812,0.23670,0.52395
occlusion,1.25,combined_hard_shift,contrastive_action_flow,0.69954,0.01284,0.58437,0.04088,0.22130,0.37460,0.14688,0.19383,0.49732
occlusion,1.25,combined_hard_shift,world_model_flow_predictor,0.74759,0.00996,0.59375,0.06260,0.22226,0.64104,0.15313,0.21272,0.50111
occlusion,1.25,combined_hard_shift,causal_scene_flow_model_v5,0.74300,0.00902,0.54688,0.05647,0.27136,0.68096,0.08750,0.22804,0.48800
occlusion,1.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02508,0.95575
occlusion,1.50,combined_hard_shift,action_direction_projection,0.47510,0.01253,0.36562,0.05328,0.51109,0.56655,0.22500,0.30303,0.22005
occlusion,1.50,combined_hard_shift,learned_correlation_classifier,0.72597,0.01307,0.55937,0.06290,0.28632,0.50609,0.14375,0.22129,0.47101
occlusion,1.50,combined_hard_shift,calibrated_tree_flow_proxy,0.75474,0.01011,0.60625,0.06597,0.26225,0.53444,0.14062,0.23908,0.51506
occlusion,1.50,combined_hard_shift,contrastive_action_flow,0.67402,0.01592,0.57812,0.04209,0.21087,0.42907,0.13750,0.19645,0.48814
occlusion,1.50,combined_hard_shift,world_model_flow_predictor,0.73855,0.00989,0.60625,0.05643,0.22202,0.69289,0.14062,0.21755,0.50884
occlusion,1.50,combined_hard_shift,causal_scene_flow_model_v5,0.73688,0.00652,0.56250,0.06893,0.26395,0.72441,0.07187,0.23105,0.50123
occlusion,1.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02634,0.95575
articulation_delay,0.00,combined_hard_shift,action_direction_projection,0.58712,0.00770,0.48750,0.03441,0.49120,0.47241,0.18438,0.26794,0.36038
articulation_delay,0.00,combined_hard_shift,learned_correlation_classifier,0.74619,0.00665,0.61875,0.03742,0.32471,0.36002,0.15000,0.20686,0.52290
articulation_delay,0.00,combined_hard_shift,calibrated_tree_flow_proxy,0.76969,0.00982,0.64062,0.05185,0.28192,0.36529,0.12500,0.21998,0.55914
articulation_delay,0.00,combined_hard_shift,contrastive_action_flow,0.75012,0.00989,0.65938,0.03814,0.25311,0.29835,0.14062,0.18153,0.56747
articulation_delay,0.00,combined_hard_shift,world_model_flow_predictor,0.77402,0.01152,0.66250,0.04263,0.22968,0.49999,0.12187,0.19507,0.57642
articulation_delay,0.00,combined_hard_shift,causal_scene_flow_model_v5,0.76369,0.01063,0.59688,0.05201,0.27366,0.54357,0.06875,0.20981,0.54462
articulation_delay,0.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02001,0.95575
articulation_delay,0.25,combined_hard_shift,action_direction_projection,0.57538,0.01561,0.49375,0.04164,0.49599,0.47084,0.18750,0.27202,0.36013
articulation_delay,0.25,combined_hard_shift,learned_correlation_classifier,0.73342,0.01568,0.60313,0.05169,0.32808,0.35966,0.14375,0.21051,0.51103
articulation_delay,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0.75669,0.01331,0.63750,0.05789,0.28751,0.36909,0.13125,0.22404,0.55098
articulation_delay,0.25,combined_hard_shift,contrastive_action_flow,0.73414,0.01508,0.65000,0.03959,0.26063,0.30063,0.13750,0.18618,0.55750
articulation_delay,0.25,combined_hard_shift,world_model_flow_predictor,0.75925,0.01271,0.62500,0.05846,0.24157,0.51015,0.13437,0.20076,0.54052
articulation_delay,0.25,combined_hard_shift,causal_scene_flow_model_v5,0.75309,0.01042,0.59688,0.07215,0.27800,0.54897,0.07187,0.21404,0.54038
articulation_delay,0.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02061,0.95575
articulation_delay,0.50,combined_hard_shift,action_direction_projection,0.55498,0.01747,0.42188,0.06663,0.54162,0.47457,0.19062,0.28815,0.29704
articulation_delay,0.50,combined_hard_shift,learned_correlation_classifier,0.72978,0.01511,0.60938,0.06276,0.34159,0.35054,0.16875,0.21639,0.50374
articulation_delay,0.50,combined_hard_shift,calibrated_tree_flow_proxy,0.75663,0.00995,0.63750,0.05340,0.29233,0.35299,0.13750,0.22742,0.54832
articulation_delay,0.50,combined_hard_shift,contrastive_action_flow,0.72840,0.01251,0.65312,0.04027,0.26959,0.29810,0.11250,0.19086,0.56570
articulation_delay,0.50,combined_hard_shift,world_model_flow_predictor,0.76421,0.00910,0.63750,0.06722,0.22652,0.51666,0.13125,0.19898,0.55173
articulation_delay,0.50,combined_hard_shift,causal_scene_flow_model_v5,0.75421,0.00933,0.60000,0.04547,0.26791,0.55746,0.06875,0.21393,0.54348
articulation_delay,0.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02118,0.95575
articulation_delay,0.75,combined_hard_shift,action_direction_projection,0.56611,0.01031,0.47813,0.04088,0.51505,0.47306,0.22187,0.28234,0.33074
articulation_delay,0.75,combined_hard_shift,learned_correlation_classifier,0.72773,0.00541,0.61250,0.04674,0.33686,0.37060,0.16250,0.21744,0.50724
articulation_delay,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0.75627,0.00537,0.63125,0.05687,0.28670,0.36761,0.13437,0.22828,0.54504
articulation_delay,0.75,combined_hard_shift,contrastive_action_flow,0.72668,0.00684,0.64062,0.04006,0.26238,0.31508,0.13125,0.19136,0.54984
articulation_delay,0.75,combined_hard_shift,world_model_flow_predictor,0.76163,0.00503,0.64062,0.06142,0.23250,0.53245,0.13125,0.20296,0.55210
articulation_delay,0.75,combined_hard_shift,causal_scene_flow_model_v5,0.75349,0.00767,0.60000,0.05149,0.27409,0.57302,0.08125,0.21826,0.53756
articulation_delay,0.75,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02188,0.95575
articulation_delay,1.00,combined_hard_shift,action_direction_projection,0.55758,0.01857,0.43438,0.06355,0.53871,0.48162,0.20938,0.29226,0.29824
articulation_delay,1.00,combined_hard_shift,learned_correlation_classifier,0.72430,0.01339,0.59375,0.04283,0.33883,0.35545,0.15313,0.22074,0.49696
articulation_delay,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0.75405,0.01247,0.62813,0.04696,0.28656,0.35794,0.12500,0.23080,0.54602
articulation_delay,1.00,combined_hard_shift,contrastive_action_flow,0.72341,0.01379,0.65000,0.05760,0.26221,0.29906,0.13125,0.19407,0.55615
articulation_delay,1.00,combined_hard_shift,world_model_flow_predictor,0.76695,0.01379,0.64375,0.05417,0.21603,0.53483,0.13437,0.20098,0.55566
articulation_delay,1.00,combined_hard_shift,causal_scene_flow_model_v5,0.75840,0.01190,0.58125,0.04849,0.25639,0.57509,0.07812,0.21647,0.52823
articulation_delay,1.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02245,0.95575
articulation_delay,1.25,combined_hard_shift,action_direction_projection,0.56096,0.01487,0.45000,0.04674,0.51044,0.48528,0.21563,0.28601,0.31086
articulation_delay,1.25,combined_hard_shift,learned_correlation_classifier,0.73951,0.00966,0.60000,0.04900,0.30667,0.36234,0.14062,0.21416,0.51251
articulation_delay,1.25,combined_hard_shift,calibrated_tree_flow_proxy,0.76733,0.00638,0.64687,0.06263,0.26239,0.36100,0.12812,0.22677,0.56348
articulation_delay,1.25,combined_hard_shift,contrastive_action_flow,0.73969,0.01196,0.66250,0.03136,0.23389,0.30221,0.13125,0.18869,0.57155
articulation_delay,1.25,combined_hard_shift,world_model_flow_predictor,0.76857,0.00810,0.64375,0.05569,0.21696,0.53692,0.11875,0.20344,0.56157
articulation_delay,1.25,combined_hard_shift,causal_scene_flow_model_v5,0.76178,0.01087,0.56563,0.06738,0.25381,0.57491,0.06875,0.21852,0.52189
articulation_delay,1.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02317,0.95575
articulation_delay,1.50,combined_hard_shift,action_direction_projection,0.54951,0.01334,0.45312,0.03792,0.53653,0.48568,0.22187,0.29697,0.30467
articulation_delay,1.50,combined_hard_shift,learned_correlation_classifier,0.72047,0.01507,0.57812,0.05647,0.35265,0.37458,0.16875,0.22898,0.47627
articulation_delay,1.50,combined_hard_shift,calibrated_tree_flow_proxy,0.75395,0.01209,0.61875,0.04727,0.29135,0.36138,0.14062,0.23659,0.53253
articulation_delay,1.50,combined_hard_shift,contrastive_action_flow,0.72093,0.01582,0.60938,0.03566,0.26761,0.31772,0.13750,0.20014,0.52267
articulation_delay,1.50,combined_hard_shift,world_model_flow_predictor,0.76035,0.00754,0.64062,0.06074,0.21894,0.52471,0.14375,0.20636,0.54841
articulation_delay,1.50,combined_hard_shift,causal_scene_flow_model_v5,0.75127,0.00816,0.58125,0.07084,0.26391,0.56323,0.07187,0.22365,0.52815
articulation_delay,1.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02375,0.95575
distractor_contact,0.00,combined_hard_shift,action_direction_projection,0.61883,0.01249,0.55000,0.05417,0.38868,0.47723,0.13750,0.23344,0.44041
distractor_contact,0.00,combined_hard_shift,learned_correlation_classifier,0.81613,0.01022,0.69375,0.04900,0.20615,0.32913,0.11250,0.16763,0.62016
distractor_contact,0.00,combined_hard_shift,calibrated_tree_flow_proxy,0.84643,0.00498,0.70000,0.06273,0.15533,0.31491,0.08125,0.18125,0.65138
distractor_contact,0.00,combined_hard_shift,contrastive_action_flow,0.82844,0.00964,0.75000,0.03536,0.12289,0.26441,0.07812,0.14129,0.68787
distractor_contact,0.00,combined_hard_shift,world_model_flow_predictor,0.83070,0.00529,0.73438,0.05935,0.13568,0.45063,0.10625,0.16487,0.65894
distractor_contact,0.00,combined_hard_shift,causal_scene_flow_model_v5,0.81597,0.00585,0.66563,0.05169,0.18422,0.50105,0.05625,0.18127,0.62233
distractor_contact,0.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01250,0.02007,0.95800
distractor_contact,0.25,combined_hard_shift,action_direction_projection,0.58631,0.01089,0.48750,0.06660,0.47573,0.49245,0.17188,0.26205,0.36483
distractor_contact,0.25,combined_hard_shift,learned_correlation_classifier,0.77698,0.00989,0.65000,0.04164,0.27193,0.35648,0.13125,0.19038,0.56477
distractor_contact,0.25,combined_hard_shift,calibrated_tree_flow_proxy,0.80441,0.00757,0.65938,0.05588,0.22404,0.34668,0.09688,0.20351,0.59808
distractor_contact,0.25,combined_hard_shift,contrastive_action_flow,0.78449,0.00766,0.71250,0.03001,0.18755,0.29577,0.09062,0.16291,0.63806
distractor_contact,0.25,combined_hard_shift,world_model_flow_predictor,0.80566,0.00770,0.70312,0.05344,0.17860,0.48078,0.11250,0.18039,0.62238
distractor_contact,0.25,combined_hard_shift,causal_scene_flow_model_v5,0.79771,0.00681,0.65000,0.04814,0.21634,0.51785,0.05625,0.19400,0.60229
distractor_contact,0.25,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02061,0.95575
distractor_contact,0.50,combined_hard_shift,action_direction_projection,0.56575,0.01280,0.46875,0.05324,0.53896,0.48688,0.21250,0.28657,0.32396
distractor_contact,0.50,combined_hard_shift,learned_correlation_classifier,0.73550,0.01401,0.58750,0.05149,0.35069,0.36549,0.18125,0.21811,0.48347
distractor_contact,0.50,combined_hard_shift,calibrated_tree_flow_proxy,0.76395,0.01256,0.64062,0.05864,0.29605,0.36204,0.12500,0.22787,0.55601
distractor_contact,0.50,combined_hard_shift,contrastive_action_flow,0.73971,0.01632,0.63125,0.03852,0.26956,0.30824,0.13125,0.19027,0.54577
distractor_contact,0.50,combined_hard_shift,world_model_flow_predictor,0.77084,0.01092,0.65312,0.04870,0.22391,0.51004,0.12812,0.19821,0.56652
distractor_contact,0.50,combined_hard_shift,causal_scene_flow_model_v5,0.75929,0.01288,0.61250,0.04934,0.27001,0.54754,0.07187,0.21348,0.55323
distractor_contact,0.50,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02138,0.95575
distractor_contact,0.75,combined_hard_shift,action_direction_projection,0.57226,0.01205,0.47500,0.04727,0.49928,0.46448,0.18438,0.28179,0.34688
distractor_contact,0.75,combined_hard_shift,learned_correlation_classifier,0.72105,0.01117,0.55937,0.05201,0.36758,0.38921,0.15625,0.22909,0.46612
distractor_contact,0.75,combined_hard_shift,calibrated_tree_flow_proxy,0.74631,0.01083,0.61562,0.05706,0.32094,0.39314,0.12812,0.24011,0.52866
distractor_contact,0.75,combined_hard_shift,contrastive_action_flow,0.72228,0.01098,0.63125,0.03513,0.29715,0.33150,0.12812,0.20348,0.53822
distractor_contact,0.75,combined_hard_shift,world_model_flow_predictor,0.74783,0.00857,0.61250,0.05494,0.25583,0.56497,0.14375,0.21239,0.52054
distractor_contact,0.75,combined_hard_shift,causal_scene_flow_model_v5,0.73527,0.00900,0.56250,0.06391,0.30091,0.60454,0.08125,0.22725,0.50261
distractor_contact,0.75,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.01875,0.02224,0.95575
distractor_contact,1.00,combined_hard_shift,action_direction_projection,0.55751,0.01199,0.45625,0.04584,0.54735,0.50550,0.21875,0.30268,0.30828
distractor_contact,1.00,combined_hard_shift,learned_correlation_classifier,0.70388,0.01326,0.54375,0.04302,0.39523,0.45643,0.16875,0.24355,0.43895
distractor_contact,1.00,combined_hard_shift,calibrated_tree_flow_proxy,0.72772,0.01194,0.57812,0.04766,0.35141,0.45310,0.14688,0.25433,0.48368
distractor_contact,1.00,combined_hard_shift,contrastive_action_flow,0.70247,0.01399,0.60000,0.04727,0.33292,0.40327,0.13750,0.21931,0.49938
distractor_contact,1.00,combined_hard_shift,world_model_flow_predictor,0.73211,0.01151,0.58125,0.06339,0.27910,0.61125,0.15313,0.22416,0.48558
distractor_contact,1.00,combined_hard_shift,causal_scene_flow_model_v5,0.72176,0.01152,0.50625,0.06759,0.32058,0.64763,0.09688,0.23802,0.44890
distractor_contact,1.00,combined_hard_shift,oracle_causal_mask,1.00000,0.00000,0.97500,0.01225,0.00000,0.00000,0.02187,0.02302,0.95463
distractor_contact,1.25,combined_hard_shift,action_direction_projection,0.53632,0.01146,0.39687,0.07192,0.57886,0.52675,0.24063,0.32025,0.24871
