split,seed,episode_id,points,causal_points,passive_points,distractor_points,occluded_causal_points,invalid_depth_points,hidden_slip_points,passive_amp,occlusion,articulation,distractor,ego_motion,noise,depth_dropout,hidden_slip
clean_contact,1,56,128,27,23,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,57,128,29,27,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,58,128,30,25,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,59,128,22,23,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,60,128,33,33,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,61,128,30,27,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,62,128,23,26,9,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,63,128,21,28,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,0,128,28,29,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,1,128,25,28,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,2,128,31,23,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,3,128,30,25,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,4,128,21,25,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,5,128,20,23,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,6,128,29,25,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,7,128,30,27,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,8,128,24,33,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,9,128,24,23,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,10,128,26,25,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,11,128,22,29,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,12,128,31,31,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,13,128,30,25,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,14,128,25,26,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,15,128,26,24,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,16,128,25,22,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,17,128,22,27,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,18,128,23,22,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,19,128,27,30,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,20,128,28,22,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,21,128,30,32,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,22,128,31,30,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,23,128,23,26,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,24,128,26,24,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,25,128,28,28,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,26,128,31,24,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,27,128,23,27,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,28,128,33,22,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,29,128,22,25,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,30,128,25,27,9,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,31,128,29,26,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,32,128,21,23,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,33,128,30,27,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,34,128,27,26,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,35,128,25,24,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,36,128,31,27,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,37,128,33,31,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,38,128,21,26,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,39,128,26,29,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,40,128,31,27,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,41,128,26,31,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,42,128,27,22,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,43,128,28,22,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,44,128,20,28,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,45,128,32,25,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,46,128,29,30,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,47,128,30,24,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,48,128,26,33,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,49,128,22,23,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,50,128,24,27,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,51,128,27,23,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,52,128,29,27,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,53,128,22,27,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,54,128,22,30,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,55,128,30,22,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,56,128,27,25,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,57,128,30,27,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,58,128,33,26,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,59,128,33,23,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,60,128,31,27,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,61,128,20,25,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,62,128,26,23,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,2,63,128,32,28,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,0,128,32,30,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,1,128,33,28,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,2,128,23,26,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,3,128,27,33,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,4,128,26,31,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,5,128,22,27,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,6,128,32,29,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,7,128,20,33,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,8,128,21,27,9,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,9,128,33,24,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,10,128,25,26,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,11,128,30,27,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,12,128,24,24,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,13,128,22,23,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,14,128,23,28,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,15,128,23,30,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,16,128,25,28,16,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,17,128,26,30,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,18,128,21,24,16,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,19,128,31,29,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,20,128,26,27,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,21,128,21,32,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,3,22,128,24,25,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
