split,seed,episode_id,method,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,success_probability,unsafe_probability,passive_amp,occlusion,articulation,distractor,stress_axis,stress_level
combined_hard_shift,3,20,learned_correlation_classifier,0.73016,0.57500,1.00000,1.00000,0.48571,0.27493,0,0,0.12924,0.20751,0.52658,0.18500,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,20,causal_scene_flow_model,0.77778,0.67742,0.91304,0.75000,0.28571,0.52130,1,0,0.09446,0.15641,0.60628,0.09789,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,20,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00260,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,21,action_direction_projection,0.47761,0.33333,0.84211,0.50000,0.60870,0.39885,0,0,0.26709,0.37582,0.30297,0.23207,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,21,noncausal_flow_transformer_proxy,0.62069,0.46154,0.94737,0.83333,0.45652,0.34610,1,0,0.16158,0.25469,0.45101,0.18104,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,21,learned_correlation_classifier,0.63333,0.46341,1.00000,1.00000,0.47826,0.35833,1,0,0.15855,0.25194,0.45255,0.18291,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,21,causal_scene_flow_model,0.64407,0.47500,1.00000,1.00000,0.45652,0.67551,0,0,0.14083,0.22973,0.44944,0.12731,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,21,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,22,action_direction_projection,0.60526,0.45098,0.92000,0.75000,0.55814,0.38417,0,1,0.23795,0.32822,0.40795,0.21168,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,22,noncausal_flow_transformer_proxy,0.67568,0.51020,1.00000,1.00000,0.55814,0.38467,0,1,0.15932,0.22162,0.45719,0.20528,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,22,learned_correlation_classifier,0.67568,0.51020,1.00000,1.00000,0.55814,0.38467,1,0,0.15275,0.22079,0.45719,0.20528,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,22,causal_scene_flow_model,0.67568,0.51020,1.00000,1.00000,0.55814,0.67886,0,0,0.15120,0.21925,0.44277,0.14780,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,22,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00240,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,23,action_direction_projection,0.69565,0.58537,0.85714,0.60000,0.42105,0.30939,0,0,0.19663,0.26414,0.51709,0.17832,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,23,noncausal_flow_transformer_proxy,0.77778,0.63636,1.00000,1.00000,0.42105,0.36093,1,0,0.13691,0.17023,0.56942,0.16689,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,23,learned_correlation_classifier,0.76056,0.62791,0.96429,0.90000,0.42105,0.34588,0,0,0.12846,0.16982,0.55888,0.16975,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,23,causal_scene_flow_model,0.77778,0.63636,1.00000,1.00000,0.42105,0.60107,0,1,0.11907,0.18374,0.56041,0.12016,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,3,23,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,0,action_direction_projection,0.62857,0.45833,1.00000,1.00000,0.46875,0.42815,0,0,0.22422,0.34697,0.44490,0.18025,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,0,noncausal_flow_transformer_proxy,0.75862,0.61111,1.00000,1.00000,0.43750,0.30164,1,1,0.13078,0.22013,0.55734,0.17150,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,0,learned_correlation_classifier,0.75862,0.61111,1.00000,1.00000,0.43750,0.30164,0,0,0.12330,0.21657,0.55734,0.17150,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,0,causal_scene_flow_model,0.75862,0.61111,1.00000,1.00000,0.43750,0.54612,1,0,0.10618,0.19120,0.54789,0.12348,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,0,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00271,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,1,action_direction_projection,0.59649,0.45946,0.85000,0.57143,0.28571,0.48687,0,0,0.16370,0.27586,0.46782,0.14100,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,1,noncausal_flow_transformer_proxy,0.65574,0.48780,1.00000,1.00000,0.50000,0.89114,1,0,0.15551,0.23733,0.40887,0.18900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,1,learned_correlation_classifier,0.90909,0.83333,1.00000,1.00000,0.09524,0.45808,1,0,0.11699,0.20605,0.74285,0.07567,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,1,causal_scene_flow_model,0.74074,0.58824,1.00000,1.00000,0.33333,1.16714,1,1,0.09687,0.16727,0.51915,0.10248,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,1,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,2,action_direction_projection,0.63415,0.49057,0.89655,0.70000,0.32353,0.49956,0,0,0.17147,0.25428,0.48232,0.14786,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,2,noncausal_flow_transformer_proxy,0.82857,0.70732,1.00000,1.00000,0.35294,0.46653,0,0,0.13394,0.15375,0.61349,0.14782,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,2,learned_correlation_classifier,0.95082,0.90625,1.00000,1.00000,0.08824,0.32344,0,0,0.10658,0.14738,0.78749,0.07371,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,2,causal_scene_flow_model,0.96429,1.00000,0.93103,0.80000,0.00000,0.54168,1,0,0.07604,0.08114,0.81480,0.03925,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,2,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00198,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,3,action_direction_projection,0.63014,0.47917,0.92000,0.75000,0.57143,0.50967,1,0,0.19610,0.30004,0.40909,0.21540,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,3,noncausal_flow_transformer_proxy,0.75000,0.61538,0.96000,0.87500,0.35714,0.46795,0,0,0.13936,0.19486,0.55717,0.15220,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,3,learned_correlation_classifier,0.81967,0.69444,1.00000,1.00000,0.26190,0.41672,0,0,0.12031,0.18754,0.63773,0.12233,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,3,causal_scene_flow_model,0.86207,0.75758,1.00000,1.00000,0.19048,0.55649,1,0,0.09287,0.17604,0.68843,0.07368,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,3,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00240,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,4,action_direction_projection,0.55769,0.38667,1.00000,1.00000,0.93182,0.52300,0,0,0.28157,0.35752,0.25614,0.30991,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,4,noncausal_flow_transformer_proxy,0.74667,0.60870,0.96552,0.90000,0.40909,0.35691,0,0,0.15571,0.19598,0.55139,0.16630,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,4,learned_correlation_classifier,0.75325,0.60417,1.00000,1.00000,0.43182,0.37345,0,0,0.15641,0.20379,0.54798,0.16991,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,4,causal_scene_flow_model,0.74667,0.60870,0.96552,0.90000,0.40909,0.62767,1,0,0.11879,0.14780,0.53932,0.11974,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,4,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00198,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,5,action_direction_projection,0.56757,0.41176,0.91304,0.75000,0.51515,0.49697,1,0,0.22164,0.33736,0.38232,0.20020,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,5,noncausal_flow_transformer_proxy,0.77966,0.63889,1.00000,1.00000,0.39394,0.42420,0,0,0.13471,0.20739,0.57200,0.15930,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,5,learned_correlation_classifier,0.79310,0.65714,1.00000,1.00000,0.36364,0.41399,0,0,0.12025,0.19907,0.59092,0.15082,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,5,causal_scene_flow_model,0.79310,0.65714,1.00000,1.00000,0.36364,0.70204,0,0,0.09721,0.16380,0.57712,0.10859,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,5,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00260,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,6,action_direction_projection,0.66667,0.50980,0.96296,0.88889,0.60976,0.35696,1,0,0.23004,0.30905,0.43920,0.22269,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,6,noncausal_flow_transformer_proxy,0.70130,0.54000,1.00000,1.00000,0.56098,0.35858,0,0,0.16059,0.20977,0.47694,0.20607,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,6,learned_correlation_classifier,0.71053,0.55102,1.00000,1.00000,0.53659,0.35197,0,0,0.14610,0.20909,0.49089,0.19924,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,6,causal_scene_flow_model,0.70130,0.54000,1.00000,1.00000,0.56098,0.25776,0,0,0.15332,0.25229,0.50202,0.14837,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,6,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00219,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,7,action_direction_projection,0.75000,0.66667,0.85714,0.60000,0.33333,0.33542,1,1,0.12434,0.18665,0.57709,0.15376,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,7,noncausal_flow_transformer_proxy,0.78873,0.65116,1.00000,1.00000,0.41667,0.70237,1,1,0.14319,0.17889,0.54417,0.16567,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,7,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.25957,1,0,0.10254,0.15322,0.85301,0.04900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,7,causal_scene_flow_model,0.84848,0.73684,1.00000,1.00000,0.27778,0.15903,1,0,0.10392,0.21547,0.69422,0.09128,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,7,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,8,action_direction_projection,0.56250,0.39130,1.00000,1.00000,0.54167,0.44594,0,1,0.23373,0.37055,0.37645,0.20067,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,8,noncausal_flow_transformer_proxy,0.62069,0.45000,1.00000,1.00000,0.45833,0.40019,0,0,0.15769,0.27940,0.44509,0.17733,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,8,learned_correlation_classifier,0.62069,0.45000,1.00000,1.00000,0.45833,0.39557,0,0,0.14939,0.27515,0.44556,0.17733,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,8,causal_scene_flow_model,0.61017,0.43902,1.00000,1.00000,0.47917,0.36588,0,0,0.18672,0.32008,0.45033,0.13188,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,8,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00312,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,9,action_direction_projection,0.80000,0.66667,1.00000,1.00000,0.23077,0.47302,1,0,0.14777,0.29609,0.62705,0.11362,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,9,noncausal_flow_transformer_proxy,0.66667,0.50000,1.00000,1.00000,0.46154,0.64800,1,0,0.13701,0.24049,0.45160,0.17823,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,9,learned_correlation_classifier,0.78261,0.64286,1.00000,1.00000,0.25641,0.52425,0,0,0.10009,0.21022,0.60257,0.12079,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,9,causal_scene_flow_model,0.66667,0.50000,1.00000,1.00000,0.46154,0.77912,0,0,0.09899,0.21412,0.45349,0.12833,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,9,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00312,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,10,action_direction_projection,0.47222,0.32692,0.85000,0.57143,0.65306,0.57407,0,0,0.24505,0.36995,0.26926,0.24386,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,10,noncausal_flow_transformer_proxy,0.66667,0.51351,0.95000,0.85714,0.36735,0.52544,0,0,0.14578,0.24229,0.49023,0.15586,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,10,learned_correlation_classifier,0.79167,0.67857,0.95000,0.85714,0.18367,0.41683,0,0,0.13111,0.23135,0.64002,0.10443,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,10,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.51830,1,0,0.08137,0.17356,0.84213,0.03528,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,10,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,11,action_direction_projection,0.97778,1.00000,0.95652,0.87500,0.00000,0.23915,1,0,0.09053,0.18362,0.83949,0.05248,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,11,noncausal_flow_transformer_proxy,0.75410,0.60526,1.00000,1.00000,0.44118,0.68354,0,1,0.13663,0.20394,0.51495,0.17253,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,11,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.27584,1,0,0.08924,0.16437,0.85138,0.04900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,11,causal_scene_flow_model,0.85185,0.74194,1.00000,1.00000,0.23529,0.06700,1,0,0.08297,0.20403,0.71768,0.08272,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,11,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00260,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,12,action_direction_projection,0.75000,0.62069,0.94737,0.83333,0.00000,0.42080,1,0,0.13223,0.25661,0.66189,0.05321,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,12,noncausal_flow_transformer_proxy,0.59016,0.42857,0.94737,0.83333,0.51064,0.87712,1,0,0.16608,0.25442,0.36139,0.19619,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,12,learned_correlation_classifier,0.95000,0.90476,1.00000,1.00000,0.04255,0.35158,1,0,0.11756,0.21570,0.79689,0.06091,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,12,causal_scene_flow_model,0.73469,0.60000,0.94737,0.83333,0.25532,0.94173,1,0,0.11494,0.18244,0.54259,0.08978,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,12,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,13,action_direction_projection,0.57143,0.43243,0.84211,0.50000,0.44681,0.52061,0,0,0.18773,0.29879,0.40180,0.18674,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,13,noncausal_flow_transformer_proxy,0.64407,0.47500,1.00000,1.00000,0.44681,0.54205,1,0,0.14962,0.25118,0.45050,0.17411,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,13,learned_correlation_classifier,0.64407,0.47500,1.00000,1.00000,0.44681,0.54205,0,0,0.13169,0.23538,0.45050,0.17411,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,13,causal_scene_flow_model,0.62295,0.45238,1.00000,1.00000,0.48936,0.30679,1,1,0.18284,0.30165,0.46233,0.13394,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,13,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,14,action_direction_projection,0.85714,0.78261,0.94737,0.83333,0.00000,0.33414,1,1,0.11837,0.24517,0.74555,0.05321,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,14,noncausal_flow_transformer_proxy,0.65455,0.50000,0.94737,0.83333,0.46154,0.81851,1,0,0.13685,0.23620,0.42607,0.18244,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,14,learned_correlation_classifier,0.92683,0.86364,1.00000,1.00000,0.07692,0.38413,1,0,0.09702,0.20102,0.76779,0.07054,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,14,causal_scene_flow_model,0.79167,0.65517,1.00000,1.00000,0.25641,0.85536,1,1,0.07712,0.16962,0.59080,0.08697,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,14,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,15,action_direction_projection,0.52308,0.38636,0.80952,0.42857,0.56522,0.51997,1,1,0.20057,0.31244,0.33486,0.22250,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,15,noncausal_flow_transformer_proxy,0.66667,0.50000,1.00000,1.00000,0.45652,0.52756,1,0,0.15680,0.24430,0.46505,0.17683,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,15,learned_correlation_classifier,0.72414,0.56757,1.00000,1.00000,0.34783,0.47909,1,0,0.13038,0.22288,0.54056,0.14639,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,15,causal_scene_flow_model,0.66667,0.50000,1.00000,1.00000,0.45652,0.33345,0,0,0.15055,0.27692,0.49946,0.12731,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,15,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,16,action_direction_projection,0.83333,0.78125,0.89286,0.70000,0.20000,0.43373,0,0,0.11977,0.19772,0.66293,0.11357,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,16,noncausal_flow_transformer_proxy,0.76712,0.62222,1.00000,1.00000,0.48571,0.63062,1,0,0.13815,0.18003,0.51689,0.18500,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,16,learned_correlation_classifier,0.90323,0.82353,1.00000,1.00000,0.17143,0.45197,1,0,0.09643,0.14989,0.71803,0.09700,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,16,causal_scene_flow_model,0.76712,0.62222,1.00000,1.00000,0.48571,0.46643,1,0,0.11352,0.21501,0.54831,0.13320,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,16,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,17,action_direction_projection,0.63291,0.48077,0.92593,0.77778,0.53488,0.48553,1,0,0.22004,0.32283,0.42368,0.20469,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,17,noncausal_flow_transformer_proxy,0.78261,0.64286,1.00000,1.00000,0.34884,0.42030,0,0,0.13037,0.19630,0.58709,0.14667,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,17,learned_correlation_classifier,0.78261,0.64286,1.00000,1.00000,0.34884,0.41800,0,0,0.11947,0.18903,0.58732,0.14667,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,17,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.52158,1,0,0.05801,0.10783,0.84181,0.03528,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,17,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00219,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,18,action_direction_projection,0.93617,0.88000,1.00000,1.00000,0.06000,0.28930,1,0,0.09433,0.19917,0.78855,0.06580,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,18,noncausal_flow_transformer_proxy,0.63768,0.46809,1.00000,1.00000,0.50000,0.87380,0,0,0.16375,0.26133,0.39796,0.18900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,18,learned_correlation_classifier,0.97778,0.95652,1.00000,1.00000,0.02000,0.25594,1,0,0.10691,0.21548,0.83222,0.05460,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,18,causal_scene_flow_model,0.80000,0.66667,1.00000,1.00000,0.22000,0.57453,1,0,0.10236,0.23714,0.63491,0.07963,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,18,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00271,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,19,action_direction_projection,0.84000,0.72414,1.00000,1.00000,0.02439,0.42354,0,1,0.12161,0.23720,0.71778,0.05583,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,19,noncausal_flow_transformer_proxy,0.65574,0.50000,0.95238,0.85714,0.48780,0.80998,0,0,0.15002,0.23931,0.42040,0.18939,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,19,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.27493,1,0,0.10384,0.19775,0.85147,0.04900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,19,causal_scene_flow_model,0.97561,1.00000,0.95238,0.85714,0.00000,0.47385,1,0,0.07626,0.15541,0.82951,0.03802,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,19,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,20,action_direction_projection,0.61176,0.44828,0.96296,0.88889,0.58333,0.56037,0,1,0.20145,0.30559,0.38783,0.21530,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,20,noncausal_flow_transformer_proxy,0.72000,0.56250,1.00000,1.00000,0.43750,0.53689,1,0,0.15733,0.20528,0.50678,0.17150,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,20,learned_correlation_classifier,0.73973,0.58696,1.00000,1.00000,0.39583,0.51649,1,0,0.13097,0.19470,0.53429,0.15983,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,20,causal_scene_flow_model,0.72000,0.56250,1.00000,1.00000,0.43750,0.72549,0,0,0.12192,0.20000,0.50292,0.12348,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,20,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,1,0.00003,0.00219,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,21,action_direction_projection,0.78571,0.73333,0.84615,0.55556,0.14286,0.34491,0,0,0.14884,0.23407,0.65447,0.10131,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,21,noncausal_flow_transformer_proxy,0.76923,0.64103,0.96154,0.88889,0.40000,0.55007,1,0,0.13687,0.17798,0.55042,0.16408,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,21,learned_correlation_classifier,0.96154,0.96154,0.96154,0.88889,0.02857,0.29566,1,0,0.10339,0.14724,0.81448,0.06008,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,21,causal_scene_flow_model,0.98113,0.96296,1.00000,1.00000,0.02857,0.61443,1,0,0.06990,0.11823,0.81131,0.04104,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,4,21,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00229,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
